City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
239,talnakh,RU,2020-04-15 16:08:36,69.49,88.4,3.2,77,40,20.13,scattered clouds,0.0,0.0
240,cockburn town,TC,2020-04-15 16:07:38,21.46,-71.14,78.71,81,2,13.91,clear sky,0.0,0.0
241,caravelas,BR,2020-04-15 16:08:37,-17.71,-39.25,81.91,72,81,2.55,broken clouds,0.0,0.0
242,porvoo,FI,2020-04-15 16:06:05,60.39,25.67,46.99,65,75,9.17,shower rain,0.0,0.0
243,sao bento,BR,2020-04-15 16:08:37,-6.28,-37.75,84.27,51,88,4.32,overcast clouds,0.0,0.0
244,tharad,IN,2020-04-15 16:08:37,24.4,71.63,89.51,21,0,8.1,clear sky,0.0,0.0
245,vestmannaeyjar,IS,2020-04-15 16:05:02,63.44,-20.27,42.8,60,20,26.4,few clouds,0.0,0.0
246,bara,NG,2020-04-15 16:08:38,10.37,10.73,104.61,7,2,6.08,clear sky,0.0,0.0
247,urumqi,CN,2020-04-15 16:04:26,43.8,87.6,60.8,48,100,6.71,light rain,0.12,0.0
248,sechura,PE,2020-04-15 16:08:39,-5.56,-80.82,74.59,73,53,7.99,light rain,0.14,0.0
249,nioro,GM,2020-04-15 16:08:39,13.35,-15.75,104.13,11,9,8.61,clear sky,0.0,0.0
250,nikolskoye,RU,2020-04-15 16:08:39,59.7,30.79,42.01,64,75,8.95,broken clouds,0.0,0.0
251,afyonkarahisar,TR,2020-04-15 16:08:39,38.75,30.67,59.38,32,65,10.4,broken clouds,0.0,0.0
252,fuyu,CN,2020-04-15 16:08:40,45.18,124.82,52.63,38,91,12.55,overcast clouds,0.0,0.0
253,bongor,TD,2020-04-15 16:08:40,10.28,15.37,108.48,6,0,7.0,clear sky,0.0,0.0
254,praya,CV,2020-04-15 16:08:40,14.92,-23.51,82.4,51,20,19.46,few clouds,0.0,0.0
255,san cristobal,VE,2020-04-15 16:08:40,7.77,-72.22,82.4,65,40,8.05,haze,0.0,0.0
256,dubbo,AU,2020-04-15 16:06:41,-32.25,148.62,55.4,93,80,4.7,broken clouds,0.0,0.0
257,serenje,ZM,2020-04-15 16:08:41,-13.23,30.24,71.56,55,62,7.92,light rain,1.39,0.0
258,novyy urengoy,RU,2020-04-15 16:08:41,66.08,76.63,16.63,92,0,10.94,clear sky,0.0,0.0
259,azle,US,2020-04-15 16:08:41,32.9,-97.55,54.0,61,40,4.7,scattered clouds,0.0,0.0
260,beringovskiy,RU,2020-04-15 16:08:42,63.05,179.32,20.07,97,99,9.8,light snow,0.0,0.47
261,kralendijk,BQ,2020-04-15 16:08:42,12.15,-68.27,86.0,62,75,16.11,broken clouds,0.0,0.0
262,luderitz,NA,2020-04-15 16:08:42,-26.65,15.16,66.2,63,0,21.92,clear sky,0.0,0.0
263,altay,CN,2020-04-15 16:08:42,47.87,88.12,48.11,35,100,5.95,overcast clouds,0.0,0.0
264,nizhnyaya tavda,RU,2020-04-15 16:08:42,57.67,66.17,39.9,70,8,3.71,clear sky,0.0,0.0
265,seoul,KR,2020-04-15 16:04:20,37.57,126.98,51.8,39,1,1.25,clear sky,0.0,0.0
266,salalah,OM,2020-04-15 16:07:34,17.02,54.09,82.4,74,40,6.93,scattered clouds,0.0,0.0
267,raudeberg,NO,2020-04-15 16:08:43,61.99,5.14,46.4,100,75,26.4,light intensity drizzle rain,0.0,0.0
268,bayanday,RU,2020-04-15 16:08:43,53.07,105.51,38.17,54,0,3.0,clear sky,0.0,0.0
269,faya,SA,2020-04-15 16:08:44,18.39,42.45,66.2,77,40,11.41,scattered clouds,0.0,0.0
270,amaraji,BR,2020-04-15 16:08:44,-8.38,-35.45,87.8,70,40,8.05,scattered clouds,0.0,0.0
271,alta floresta,BR,2020-04-15 16:07:06,-9.88,-56.09,74.26,89,100,4.36,light rain,1.72,0.0
272,tiznit,MA,2020-04-15 16:07:51,29.58,-9.5,69.73,42,71,10.47,broken clouds,0.0,0.0
273,oranjemund,NA,2020-04-15 16:08:45,-28.55,16.43,63.93,66,0,20.24,clear sky,0.0,0.0
274,kenitra,MA,2020-04-15 16:08:45,34.26,-6.58,68.0,56,75,13.87,broken clouds,0.0,0.0
275,saint anthony,US,2020-04-15 16:07:44,45.02,-93.22,28.99,49,90,6.93,overcast clouds,0.0,0.0
276,shediac,CA,2020-04-15 16:06:11,46.22,-64.54,42.8,45,75,8.05,broken clouds,0.0,0.0
277,matagami,CA,2020-04-15 16:08:01,49.75,-77.63,19.4,48,1,12.75,clear sky,0.0,0.0
278,nome,US,2020-04-15 16:08:46,64.5,-165.41,32.0,100,90,10.29,mist,0.0,0.0
279,torres,BR,2020-04-15 16:08:46,-29.34,-49.73,70.9,36,0,10.76,clear sky,0.0,0.0
280,gobabis,NA,2020-04-15 16:08:47,-22.45,18.97,84.2,23,70,70.24,broken clouds,0.0,0.0
281,tahe,CN,2020-04-15 16:08:47,52.33,124.73,37.11,59,0,1.97,clear sky,0.0,0.0
282,lebork,PL,2020-04-15 16:08:47,54.54,17.75,51.01,75,90,20.8,overcast clouds,0.0,0.0
283,necochea,AR,2020-04-15 16:04:24,-38.55,-58.74,66.0,65,0,11.99,clear sky,0.0,0.0
284,colombia,CU,2020-04-15 16:08:47,20.99,-77.43,89.89,48,7,3.83,clear sky,0.0,0.0
285,banposh,IN,2020-04-15 16:08:48,22.25,84.8,90.88,18,59,3.89,broken clouds,0.0,0.0
286,ossora,RU,2020-04-15 16:08:48,59.24,163.07,23.4,97,100,6.98,light snow,0.0,0.64
287,praia da vitoria,PT,2020-04-15 16:08:48,38.73,-27.07,55.4,87,75,24.87,shower rain,0.0,0.0
288,hwange,ZW,2020-04-15 16:08:49,-18.37,26.5,88.57,27,87,3.2,overcast clouds,0.0,0.0
289,kudahuvadhoo,MV,2020-04-15 16:07:33,2.67,72.89,85.84,64,93,3.8,overcast clouds,0.0,0.0
290,bayangol,RU,2020-04-15 16:08:49,50.7,103.47,31.84,52,0,1.21,clear sky,0.0,0.0
291,yerbogachen,RU,2020-04-15 16:08:49,61.28,108.01,35.65,87,61,4.03,broken clouds,0.0,0.0
292,dwarka,IN,2020-04-15 16:07:47,22.24,68.97,81.25,73,8,13.22,clear sky,0.0,0.0
293,antofagasta,CL,2020-04-15 16:08:50,-23.65,-70.4,68.0,64,3,6.93,clear sky,0.0,0.0
294,tyukhtet,RU,2020-04-15 16:08:50,56.54,89.3,48.85,77,85,5.35,light rain,0.67,0.0
295,elat,IL,2020-04-15 16:08:13,29.56,34.95,87.8,19,36,9.17,scattered clouds,0.0,0.0
296,geraldton,AU,2020-04-15 16:06:29,-28.77,114.6,62.6,77,0,9.17,clear sky,0.0,0.0
297,danielskuil,ZA,2020-04-15 16:08:50,-28.19,23.54,68.04,14,15,11.32,few clouds,0.0,0.0
298,neryungri,RU,2020-04-15 16:08:51,56.67,124.65,26.1,82,7,2.06,clear sky,0.0,0.0
299,sandpoint,US,2020-04-15 16:04:28,48.28,-116.55,43.0,70,90,12.75,overcast clouds,0.0,0.0
300,mitu,CO,2020-04-15 16:08:51,1.2,-70.17,90.46,45,62,3.96,broken clouds,0.0,0.0
301,hermon,US,2020-04-15 16:08:52,44.81,-68.91,46.99,36,75,10.29,broken clouds,0.0,0.0
302,mairana,BO,2020-04-15 16:08:52,-18.12,-63.93,59.83,35,94,3.49,overcast clouds,0.0,0.0
303,sao felix do xingu,BR,2020-04-15 16:07:59,-6.64,-51.99,73.69,83,100,3.83,light rain,0.2,0.0
304,cabedelo,BR,2020-04-15 16:08:52,-6.98,-34.83,82.4,88,75,3.36,broken clouds,0.0,0.0
305,pyapon,MM,2020-04-15 16:08:52,16.28,95.68,79.16,69,98,8.93,overcast clouds,0.0,0.0
306,mayo,US,2020-04-15 16:08:53,38.89,-76.51,48.99,48,1,13.87,clear sky,0.0,0.0
307,mount isa,AU,2020-04-15 16:08:53,-20.73,139.5,80.6,32,0,6.93,clear sky,0.0,0.0
308,togur,RU,2020-04-15 16:08:53,58.36,82.83,40.66,92,100,6.93,light rain,0.48,0.0
309,olinda,BR,2020-04-15 16:08:53,-8.01,-34.86,87.8,70,40,8.05,scattered clouds,0.0,0.0
310,artyom,AZ,2020-04-15 16:08:54,40.47,50.33,53.6,93,20,20.8,few clouds,0.0,0.0
311,baykit,RU,2020-04-15 16:08:54,61.67,96.37,36.81,82,92,0.6,overcast clouds,0.0,0.0
312,manbij,SY,2020-04-15 16:08:54,36.53,37.95,64.4,42,75,11.41,broken clouds,0.0,0.0
313,rosarito,MX,2020-04-15 16:08:54,32.33,-117.03,69.01,58,5,6.93,clear sky,0.0,0.0
314,shingu,JP,2020-04-15 16:08:54,33.73,135.98,53.04,49,75,6.82,broken clouds,0.0,0.0
315,thunder bay,CA,2020-04-15 16:07:33,48.4,-89.32,28.4,39,20,6.93,few clouds,0.0,0.0
316,anloga,GH,2020-04-15 16:08:55,5.79,0.9,89.6,70,20,14.99,few clouds,0.0,0.0
317,husavik,IS,2020-04-15 16:08:55,66.04,-17.34,39.2,55,75,24.16,broken clouds,0.0,0.0
318,naryan-mar,RU,2020-04-15 16:08:56,67.67,53.09,33.44,96,100,14.16,overcast clouds,0.0,0.0
319,qasigiannguit,GL,2020-04-15 16:06:06,68.82,-51.19,26.6,45,75,4.7,broken clouds,0.0,0.0
320,hamilton,US,2020-04-15 16:08:40,39.18,-84.53,50.0,34,1,17.22,clear sky,0.0,0.0
321,buluang,PH,2020-04-15 16:08:56,13.31,123.34,77.77,85,0,4.72,light rain,0.24,0.0
322,mushie,CD,2020-04-15 16:08:57,-3.02,16.9,93.06,46,57,1.97,broken clouds,0.0,0.0
323,omsukchan,RU,2020-04-15 16:08:57,62.53,155.8,2.61,86,56,1.7,broken clouds,0.0,0.0
324,berlevag,NO,2020-04-15 16:08:11,70.86,29.09,33.8,64,40,21.92,scattered clouds,0.0,0.0
325,saint george,US,2020-04-15 16:07:28,37.1,-113.58,54.0,42,1,3.36,clear sky,0.0,0.0
326,emba,KZ,2020-04-15 16:08:57,48.83,58.14,51.82,44,0,10.25,clear sky,0.0,0.0
327,alofi,NU,2020-04-15 16:08:58,-19.06,-169.92,69.8,100,100,1.12,overcast clouds,0.0,0.0
328,glenwood springs,US,2020-04-15 16:08:59,39.55,-107.32,33.01,38,75,5.32,broken clouds,0.0,0.0
329,yelizovo,RU,2020-04-15 16:08:59,53.19,158.38,26.6,86,100,6.71,overcast clouds,0.0,0.0
330,umm kaddadah,SD,2020-04-15 16:08:59,13.6,26.69,92.26,7,0,15.66,clear sky,0.0,0.0
331,khargone,IN,2020-04-15 16:08:59,21.82,75.6,95.81,13,79,5.59,broken clouds,0.0,0.0
332,acarau,BR,2020-04-15 16:09:00,-2.89,-40.12,85.71,72,79,1.68,light rain,2.01,0.0
333,port blair,IN,2020-04-15 16:07:08,11.67,92.75,83.62,77,42,6.49,scattered clouds,0.0,0.0
334,esperance,AU,2020-04-15 16:09:00,-33.87,121.9,57.2,93,90,4.7,overcast clouds,0.0,0.0
335,kashi,CN,2020-04-15 16:09:01,39.45,75.98,66.2,32,40,22.37,light intensity shower rain,0.0,0.0
336,grindavik,IS,2020-04-15 16:09:01,63.84,-22.43,41.0,72,40,24.16,scattered clouds,0.0,0.0
337,derzhavinsk,KZ,2020-04-15 16:09:01,51.1,66.32,50.36,49,80,11.41,broken clouds,0.0,0.0
338,feira nova,BR,2020-04-15 16:09:01,-7.95,-35.39,87.8,70,40,8.05,scattered clouds,0.0,0.0
339,clarence town,AU,2020-04-15 16:09:02,-32.58,151.78,66.0,93,36,3.87,scattered clouds,0.0,0.0
340,port augusta,AU,2020-04-15 16:09:02,-32.5,137.77,75.2,19,40,8.05,scattered clouds,0.0,0.0
341,willowmore,ZA,2020-04-15 16:09:02,-33.29,23.49,68.27,25,66,6.82,broken clouds,0.0,0.0
342,huicheng,CN,2020-04-15 16:09:03,23.04,116.29,66.2,88,97,4.47,overcast clouds,0.0,0.0
343,bolobo,CD,2020-04-15 16:07:04,-2.17,16.23,91.35,47,90,3.02,overcast clouds,0.0,0.0
344,mokrousovo,RU,2020-04-15 16:09:03,55.81,66.77,41.14,68,19,5.91,few clouds,0.0,0.0
345,general pico,AR,2020-04-15 16:07:53,-35.66,-63.76,66.31,35,0,6.4,clear sky,0.0,0.0
346,kantunilkin,MX,2020-04-15 16:09:04,21.09,-87.45,86.0,66,75,14.99,broken clouds,0.0,0.0
347,mount gambier,AU,2020-04-15 16:09:04,-37.83,140.77,59.0,93,90,8.05,light intensity shower rain,0.0,0.0
348,poya,NC,2020-04-15 16:09:04,-21.35,165.15,74.41,85,41,9.26,scattered clouds,0.0,0.0
349,kutum,SD,2020-04-15 16:08:12,14.2,24.67,88.03,7,0,13.53,clear sky,0.0,0.0
350,amli,IN,2020-04-15 16:09:05,20.28,73.02,89.62,28,14,5.88,few clouds,0.0,0.0
351,zavodoukovsk,RU,2020-04-15 16:09:05,56.5,66.55,40.64,69,22,5.28,few clouds,0.0,0.0
352,krasnoselkup,RU,2020-04-15 16:09:05,65.7,82.47,22.5,96,0,11.1,clear sky,0.0,0.0
353,vostok,RU,2020-04-15 16:09:05,46.49,135.88,27.54,75,0,0.22,clear sky,0.0,0.0
354,srednekolymsk,RU,2020-04-15 16:09:06,67.45,153.68,-5.42,91,0,9.66,clear sky,0.0,0.0
355,olavarria,AR,2020-04-15 16:09:06,-36.89,-60.32,64.0,53,20,6.93,few clouds,0.0,0.0
356,norman,US,2020-04-15 16:09:06,35.22,-97.44,51.01,54,1,11.41,clear sky,0.0,0.0
357,senneterre,CA,2020-04-15 16:07:52,48.38,-77.23,23.0,73,75,8.05,light shower snow,0.0,0.0
358,cayenne,GF,2020-04-15 16:09:07,4.93,-52.33,87.8,58,40,11.41,scattered clouds,0.0,0.0
359,russkaya polyana,UA,2020-04-15 16:09:07,49.42,31.92,46.56,51,100,15.26,overcast clouds,0.0,0.0
360,pfarrkirchen,DE,2020-04-15 16:09:07,48.43,12.94,62.01,29,29,1.99,scattered clouds,0.0,0.0
361,batemans bay,AU,2020-04-15 16:09:07,-35.72,150.18,66.99,71,98,1.01,overcast clouds,0.0,0.0
362,regina,CA,2020-04-15 16:06:54,50.45,-104.62,26.6,38,20,5.82,few clouds,0.0,0.0
363,tiksi,RU,2020-04-15 16:09:08,71.69,128.87,1.31,92,100,8.7,light snow,0.0,0.15
364,kholodnyy,RU,2020-04-15 16:09:08,62.72,147.95,11.68,87,71,6.13,broken clouds,0.0,0.0
365,ruzhyn,UA,2020-04-15 16:09:08,49.72,29.2,44.6,39,100,15.66,overcast clouds,0.0,0.0
366,tautira,PF,2020-04-15 16:09:09,-17.73,-149.15,78.8,78,20,5.82,few clouds,0.0,0.0
367,itarema,BR,2020-04-15 16:09:09,-2.92,-39.92,84.72,74,75,1.07,light rain,1.95,0.0
368,narsaq,GL,2020-04-15 16:07:35,60.92,-46.05,33.8,80,75,1.12,broken clouds,0.0,0.0
369,diamantino,BR,2020-04-15 16:07:33,-14.41,-56.45,76.95,71,93,7.14,overcast clouds,0.0,0.0
370,lompoc,US,2020-04-15 16:07:55,34.64,-120.46,64.0,76,1,5.82,clear sky,0.0,0.0
371,babu,CN,2020-04-15 16:09:10,24.42,111.52,64.87,69,68,1.99,broken clouds,0.0,0.0
372,tumut,AU,2020-04-15 16:09:10,-35.3,148.22,60.31,56,96,2.42,overcast clouds,0.0,0.0
373,torbay,CA,2020-04-15 16:09:10,47.67,-52.73,52.0,36,75,9.17,broken clouds,0.0,0.0
374,broome,US,2020-04-15 16:09:11,42.25,-75.83,41.0,43,90,8.05,overcast clouds,0.0,0.0
375,wad rawah,SD,2020-04-15 16:09:11,15.16,33.14,96.1,7,34,14.47,scattered clouds,0.0,0.0
376,jacareacanga,BR,2020-04-15 16:09:11,-6.22,-57.75,74.43,94,100,1.12,moderate rain,7.63,0.0
377,rio grande,BR,2020-04-15 16:07:42,-32.03,-52.1,66.99,63,90,17.22,overcast clouds,0.0,0.0
378,iranshahr,IR,2020-04-15 16:09:12,27.2,60.68,86.0,25,96,9.17,overcast clouds,0.0,0.0
379,port moresby,PG,2020-04-15 16:07:02,-9.44,147.18,77.0,94,40,5.82,scattered clouds,0.0,0.0
380,constitucion,CL,2020-04-15 16:09:12,-35.33,-72.42,62.96,46,100,1.7,overcast clouds,0.0,0.0
381,zaqatala,AZ,2020-04-15 16:09:12,41.63,46.64,68.0,40,20,4.7,few clouds,0.0,0.0
382,reforma,MX,2020-04-15 16:09:13,18.1,-91.02,86.63,57,64,5.28,broken clouds,0.0,0.0
383,lindi,TZ,2020-04-15 16:09:13,-10.0,39.72,80.6,94,40,5.82,scattered clouds,0.0,0.0
384,hailey,US,2020-04-15 16:09:13,43.52,-114.32,35.6,69,40,9.17,scattered clouds,0.0,0.0
385,buchanan,LR,2020-04-15 16:09:13,5.88,-10.05,84.2,83,75,4.7,thunderstorm with rain,0.0,0.0
386,gat,IL,2020-04-15 16:06:37,31.61,34.76,73.4,53,71,6.93,broken clouds,0.0,0.0
387,bahia honda,CU,2020-04-15 16:09:14,22.9,-83.16,85.66,60,1,5.95,clear sky,0.0,0.0
388,axim,GH,2020-04-15 16:09:14,4.87,-2.24,87.22,66,39,8.79,light rain,0.36,0.0
389,mbekenyera,TZ,2020-04-15 16:09:14,-10.0,38.98,76.03,84,49,3.38,moderate rain,3.23,0.0
390,phalodi,IN,2020-04-15 16:09:15,27.13,72.37,94.62,17,0,8.95,clear sky,0.0,0.0
391,cherskiy,RU,2020-04-15 16:09:15,68.75,161.3,-3.75,91,70,3.8,broken clouds,0.0,0.0
392,poum,NC,2020-04-15 16:09:15,-20.23,164.02,78.06,81,49,13.85,light rain,2.46,0.0
393,codajas,BR,2020-04-15 16:09:15,-3.84,-62.06,89.82,55,70,2.86,broken clouds,0.0,0.0
394,marsh harbour,BS,2020-04-15 16:07:56,26.54,-77.06,77.43,76,97,14.18,overcast clouds,0.0,0.0
395,manono,CD,2020-04-15 16:09:16,-7.3,27.42,84.45,62,0,2.71,clear sky,0.0,0.0
396,alekseyevka,RU,2020-04-15 16:09:16,50.63,38.69,44.71,56,97,15.99,light rain,0.31,0.0
397,aykhal,RU,2020-04-15 16:09:17,66.0,111.5,12.2,61,53,6.71,broken clouds,0.0,0.0
398,emerald,AU,2020-04-15 16:09:17,-23.53,148.17,69.8,68,0,3.36,clear sky,0.0,0.0
399,warri,NG,2020-04-15 16:09:17,5.52,5.75,88.52,67,76,7.63,light rain,2.35,0.0
400,peleduy,RU,2020-04-15 16:09:17,59.63,112.74,35.85,81,0,4.07,clear sky,0.0,0.0
401,dali,CN,2020-04-15 16:09:18,25.7,100.18,58.5,23,0,3.98,clear sky,0.0,0.0
402,avera,US,2020-04-15 16:09:18,33.19,-82.53,64.4,55,40,6.93,scattered clouds,0.0,0.0
403,kachiry,KZ,2020-04-15 16:09:18,53.07,76.1,45.03,57,34,10.16,scattered clouds,0.0,0.0
404,khanskaya,RU,2020-04-15 16:09:18,44.68,39.96,47.97,86,100,10.87,light rain,2.44,0.0
405,felanitx,ES,2020-04-15 16:09:19,39.47,3.15,69.01,68,75,9.17,broken clouds,0.0,0.0
406,severo-yeniseyskiy,RU,2020-04-15 16:09:19,60.37,93.04,36.59,77,1,3.13,clear sky,0.0,0.0
407,launceston,AU,2020-04-15 16:09:20,-41.45,147.17,57.99,87,100,21.92,light rain,2.32,0.0
408,lichinga,MZ,2020-04-15 16:09:20,-13.31,35.24,73.4,78,20,10.29,few clouds,0.0,0.0
409,pakxe,LA,2020-04-15 16:09:20,15.12,105.78,81.57,55,79,2.64,broken clouds,0.0,0.0
410,balinsasayao,PH,2020-04-15 16:09:20,10.68,124.96,76.82,85,6,3.18,clear sky,0.0,0.0
411,jining,CN,2020-04-15 16:09:21,35.41,116.58,62.44,64,97,9.75,overcast clouds,0.0,0.0
412,la ronge,CA,2020-04-15 16:09:21,55.1,-105.28,19.4,41,75,10.29,broken clouds,0.0,0.0
413,porbandar,IN,2020-04-15 16:09:21,21.64,69.61,84.79,48,7,15.1,clear sky,0.0,0.0
414,aden,YE,2020-04-15 16:06:08,12.78,45.04,84.7,69,73,11.74,broken clouds,0.0,0.0
415,vallenar,CL,2020-04-15 16:09:21,-28.57,-70.76,72.3,32,51,6.78,broken clouds,0.0,0.0
416,nemuro,JP,2020-04-15 16:09:22,43.32,145.57,32.54,92,92,15.1,overcast clouds,0.0,0.0
417,fomboni,KM,2020-04-15 16:09:22,-12.28,43.74,84.0,74,5,7.92,light rain,0.83,0.0
418,takoradi,GH,2020-04-15 16:09:22,4.88,-1.76,87.35,66,35,9.37,light rain,0.37,0.0
419,dumas,US,2020-04-15 16:09:22,35.87,-101.97,51.8,65,1,24.16,clear sky,0.0,0.0
420,ballina,AU,2020-04-15 16:09:23,-28.87,153.57,59.0,100,0,6.4,clear sky,0.0,0.0
421,margate,GB,2020-04-15 16:09:23,51.38,1.39,60.01,54,5,11.41,clear sky,0.0,0.0
422,beyneu,KZ,2020-04-15 16:09:23,45.32,55.2,61.09,30,1,14.03,clear sky,0.0,0.0
423,anori,BR,2020-04-15 16:09:23,-3.77,-61.64,87.13,61,90,2.95,overcast clouds,0.0,0.0
424,bichura,RU,2020-04-15 16:09:24,50.59,107.6,38.44,57,99,1.95,overcast clouds,0.0,0.0
425,oistins,BB,2020-04-15 16:09:24,13.07,-59.53,86.0,58,40,18.34,scattered clouds,0.0,0.0
426,taoudenni,ML,2020-04-15 16:07:55,22.68,-3.98,95.65,23,0,12.95,clear sky,0.0,0.0
427,swellendam,ZA,2020-04-15 16:08:37,-34.02,20.44,66.2,63,98,8.05,overcast clouds,0.0,0.0
428,jacqueville,CI,2020-04-15 16:09:25,5.21,-4.41,89.6,75,20,12.75,few clouds,0.0,0.0
429,lingyuan,CN,2020-04-15 16:09:25,41.24,119.4,55.54,40,100,2.75,overcast clouds,0.0,0.0
430,hopkinsville,US,2020-04-15 16:09:25,36.87,-87.49,54.0,27,1,6.93,clear sky,0.0,0.0
431,vardo,NO,2020-04-15 16:06:27,70.37,31.11,39.2,69,5,27.51,clear sky,0.0,0.0
432,porto seguro,BR,2020-04-15 16:09:26,-16.45,-39.06,84.2,70,20,10.29,few clouds,0.0,0.0
433,bernal,PE,2020-04-15 16:09:26,-5.45,-80.75,75.83,70,61,7.07,light rain,0.3,0.0
434,barreiras,BR,2020-04-15 16:09:26,-12.15,-44.99,72.64,80,100,5.82,moderate rain,10.57,0.0
435,kuching,MY,2020-04-15 16:06:28,1.55,110.33,82.4,88,20,2.24,few clouds,0.0,0.0
436,abha,SA,2020-04-15 16:09:27,18.22,42.51,66.2,77,40,11.41,scattered clouds,0.0,0.0
437,sistranda,NO,2020-04-15 16:09:27,63.73,8.83,42.8,100,75,13.87,light rain,0.0,0.0
438,darnah,LY,2020-04-15 16:09:27,32.77,22.64,70.38,53,92,21.41,overcast clouds,0.0,0.0
439,bure,ET,2020-04-15 16:09:27,10.7,37.07,76.53,18,73,7.23,light rain,0.15,0.0
440,tucuman,AR,2020-04-15 16:09:28,-26.82,-65.22,73.4,56,20,3.36,few clouds,0.0,0.0
441,knarvik,NO,2020-04-15 16:09:28,60.54,5.29,45.0,100,90,28.86,light intensity drizzle rain,0.0,0.0
442,marondera,ZW,2020-04-15 16:09:28,-18.19,31.55,78.8,44,75,1.12,broken clouds,0.0,0.0
443,agadez,NE,2020-04-15 16:09:28,19.75,10.25,101.97,6,2,11.92,clear sky,0.0,0.0
444,tuatapere,NZ,2020-04-15 16:09:29,-46.13,167.68,51.01,85,86,14.0,light rain,0.48,0.0
445,gold coast,AU,2020-04-15 16:09:29,-28.0,153.43,63.0,88,50,3.36,scattered clouds,0.0,0.0
446,dongargaon,IN,2020-04-15 16:09:29,20.97,80.85,93.45,14,50,3.58,scattered clouds,0.0,0.0
447,dingle,PH,2020-04-15 16:09:29,11.0,122.67,79.74,71,10,3.51,clear sky,0.0,0.0
448,lethem,GY,2020-04-15 16:09:30,3.38,-59.8,91.85,35,52,9.73,broken clouds,0.0,0.0
449,nassau,US,2020-04-15 16:09:30,40.75,-73.58,50.0,48,1,12.75,clear sky,0.0,0.0
450,alihe,CN,2020-04-15 16:09:30,50.57,123.72,39.78,55,24,1.34,few clouds,0.0,0.0
451,whitehorse,CA,2020-04-15 16:07:41,60.72,-135.05,35.6,64,75,5.82,broken clouds,0.0,0.0
452,kyra,RU,2020-04-15 16:09:30,49.58,111.98,42.66,38,100,9.42,overcast clouds,0.0,0.0
453,norwich,GB,2020-04-15 16:09:31,52.63,1.3,64.0,36,4,4.7,clear sky,0.0,0.0
454,da nang,VN,2020-04-15 16:09:31,16.07,108.22,75.2,88,40,1.12,scattered clouds,0.0,0.0
455,salihorsk,BY,2020-04-15 16:09:31,52.79,27.54,39.24,90,100,17.02,light rain,0.96,0.0
456,viedma,AR,2020-04-15 16:07:17,-40.81,-63.0,68.9,30,14,15.28,few clouds,0.0,0.0
457,bezlyudivka,UA,2020-04-15 16:09:32,49.87,36.3,45.61,52,99,15.9,overcast clouds,0.0,0.0
458,airai,TL,2020-04-15 16:09:32,-8.93,125.41,62.53,69,100,3.31,overcast clouds,0.0,0.0
459,bilma,NE,2020-04-15 16:09:32,18.69,12.92,102.49,7,6,10.8,clear sky,0.0,0.0
460,saint-joseph,RE,2020-04-15 16:09:32,-21.37,55.62,77.0,73,1,19.46,clear sky,0.0,0.0
461,hervey bay,AU,2020-04-15 16:09:32,-25.3,152.85,68.0,82,90,8.05,overcast clouds,0.0,0.0
462,kavaratti,IN,2020-04-15 16:09:33,10.57,72.64,85.24,70,7,7.02,clear sky,0.0,0.0
463,chicama,PE,2020-04-15 16:09:33,-7.84,-79.15,71.6,83,13,9.17,few clouds,0.0,0.0
464,muzhi,RU,2020-04-15 16:09:33,65.37,64.67,33.85,95,100,13.31,overcast clouds,0.0,0.0
465,bundaberg,AU,2020-04-15 16:09:34,-24.85,152.35,68.0,82,90,8.05,overcast clouds,0.0,0.0
466,hambantota,LK,2020-04-15 16:09:34,6.12,81.12,78.8,100,20,2.24,few clouds,0.0,0.0
467,lincoln,US,2020-04-15 16:09:34,40.8,-96.67,43.0,38,1,11.41,clear sky,0.0,0.0
468,ashti,IN,2020-04-15 16:09:34,19.38,76.23,91.62,14,48,3.91,scattered clouds,0.0,0.0
469,sainte-rose,GP,2020-04-15 16:09:35,16.33,-61.7,84.2,62,75,11.41,broken clouds,0.0,0.0
470,jambi,ID,2020-04-15 16:09:35,-1.6,103.62,76.91,92,100,1.79,overcast clouds,0.0,0.0
471,slave lake,CA,2020-04-15 16:09:35,55.28,-114.77,32.0,81,90,13.87,light snow,0.0,0.0
472,taksimo,RU,2020-04-15 16:09:36,56.34,114.88,34.54,63,0,2.68,clear sky,0.0,0.0
473,puerto leguizamo,CO,2020-04-15 16:09:36,-0.19,-74.78,88.45,49,40,3.29,scattered clouds,0.0,0.0
474,isabela,PH,2020-04-15 16:09:36,6.71,121.97,78.8,88,75,1.12,broken clouds,0.0,0.0
475,lavrentiya,RU,2020-04-15 16:09:36,65.58,-171.0,22.3,96,100,4.7,overcast clouds,0.0,0.0
476,los palmitos,CO,2020-04-15 16:09:37,9.38,-75.27,83.57,62,48,2.42,light rain,2.83,0.0
477,yulara,AU,2020-04-15 16:09:37,-25.24,130.99,68.0,22,21,1.12,few clouds,0.0,0.0
478,naze,JP,2020-04-15 16:09:37,28.37,129.48,64.4,72,40,9.17,scattered clouds,0.0,0.0
479,camacha,PT,2020-04-15 16:09:37,33.08,-16.33,69.8,60,20,25.28,few clouds,0.0,0.0
480,henderson,US,2020-04-15 16:08:07,36.04,-114.98,63.0,18,1,4.7,clear sky,0.0,0.0
